"Site","Date.Time","Temperature","Salinity","Date","Time"
"Sooke",2025-09-11 03:30:00,13.6,24.02,2025-09-11,"03:30:00"
"Sooke",2025-09-11 04:00:00,13.01,24.03,2025-09-11,"04:00:00"
"Sooke",2025-09-11 04:30:00,13.08,24.04,2025-09-11,"04:30:00"
"Sooke",2025-09-11 05:00:00,12.83,24.01,2025-09-11,"05:00:00"
"Sooke",2025-09-11 05:30:00,12.42,24.03,2025-09-11,"05:30:00"
"Sooke",2025-09-11 06:00:00,12.04,24,2025-09-11,"06:00:00"
"Sooke",2025-09-11 06:30:00,12.83,24.04,2025-09-11,"06:30:00"
"Sooke",2025-09-11 07:00:00,12.98,24.02,2025-09-11,"07:00:00"
"Sooke",2025-09-11 07:30:00,12.92,24.03,2025-09-11,"07:30:00"
"Sooke",2025-09-11 08:00:00,12.76,24.02,2025-09-11,"08:00:00"
"Sooke",2025-09-11 08:30:00,12.7,24.04,2025-09-11,"08:30:00"
"Sooke",2025-09-11 09:00:00,12.61,24.02,2025-09-11,"09:00:00"
"Sooke",2025-09-11 09:30:00,12.73,24.02,2025-09-11,"09:30:00"
"Sooke",2025-09-11 10:00:00,13.01,24.03,2025-09-11,"10:00:00"
"Sooke",2025-09-11 10:30:00,13.23,24,2025-09-11,"10:30:00"
"Sooke",2025-09-11 11:00:00,13.11,24.02,2025-09-11,"11:00:00"
"Sooke",2025-09-11 11:30:00,13.2,24.01,2025-09-11,"11:30:00"
"Sooke",2025-09-11 12:00:00,13.39,24.03,2025-09-11,"12:00:00"
"Sooke",2025-09-11 12:30:00,13.32,24.02,2025-09-11,"12:30:00"
"Sooke",2025-09-11 13:00:00,13.2,24.01,2025-09-11,"13:00:00"
"Sooke",2025-09-11 13:30:00,12.51,24.02,2025-09-11,"13:30:00"
"Sooke",2025-09-11 14:00:00,12.23,24.04,2025-09-11,"14:00:00"
"Sooke",2025-09-11 14:30:00,12.14,24.05,2025-09-11,"14:30:00"
"Sooke",2025-09-11 15:00:00,11.89,24.02,2025-09-11,"15:00:00"
"Sooke",2025-09-11 15:30:00,11.44,24.09,2025-09-11,"15:30:00"
"Sooke",2025-09-11 16:00:00,11.76,24.07,2025-09-11,"16:00:00"
"Sooke",2025-09-11 16:30:00,11.79,24.11,2025-09-11,"16:30:00"
"Sooke",2025-09-11 17:00:00,11.47,24.09,2025-09-11,"17:00:00"
"Sooke",2025-09-11 17:30:00,11.5,24.1,2025-09-11,"17:30:00"
"Sooke",2025-09-11 18:00:00,11.66,24.11,2025-09-11,"18:00:00"
"Sooke",2025-09-11 18:30:00,11.54,24.13,2025-09-11,"18:30:00"
"Sooke",2025-09-11 19:00:00,11.54,24.13,2025-09-11,"19:00:00"
"Sooke",2025-09-11 19:30:00,11.82,24.17,2025-09-11,"19:30:00"
"Sooke",2025-09-11 20:00:00,11.82,24.14,2025-09-11,"20:00:00"
"Sooke",2025-09-11 20:30:00,11.85,24.17,2025-09-11,"20:30:00"
"Sooke",2025-09-11 21:00:00,12.07,24.17,2025-09-11,"21:00:00"
"Sooke",2025-09-11 21:30:00,12.48,24.17,2025-09-11,"21:30:00"
"Sooke",2025-09-11 22:00:00,13.11,24.15,2025-09-11,"22:00:00"
"Sooke",2025-09-11 22:30:00,13.63,24.16,2025-09-11,"22:30:00"
"Sooke",2025-09-11 23:00:00,13.79,24.17,2025-09-11,"23:00:00"
"Sooke",2025-09-11 23:30:00,13.94,24.15,2025-09-11,"23:30:00"
"Sooke",2025-09-12 00:00:00,13.97,24.15,2025-09-12,"00:00:00"
"Sooke",2025-09-12 00:30:00,13.94,24.12,2025-09-12,"00:30:00"
"Sooke",2025-09-12 01:00:00,14.03,24.14,2025-09-12,"01:00:00"
"Sooke",2025-09-12 01:30:00,13.88,24.11,2025-09-12,"01:30:00"
"Sooke",2025-09-12 02:00:00,13.63,24.11,2025-09-12,"02:00:00"
"Sooke",2025-09-12 02:30:00,13.29,24.11,2025-09-12,"02:30:00"
"Sooke",2025-09-12 03:00:00,13.39,24.11,2025-09-12,"03:00:00"
"Sooke",2025-09-12 03:30:00,13.51,24.11,2025-09-12,"03:30:00"
"Sooke",2025-09-12 04:00:00,13.54,24.09,2025-09-12,"04:00:00"
"Sooke",2025-09-12 04:30:00,13.6,24.08,2025-09-12,"04:30:00"
"Sooke",2025-09-12 05:00:00,13.48,24.07,2025-09-12,"05:00:00"
"Sooke",2025-09-12 05:30:00,13.23,24.05,2025-09-12,"05:30:00"
"Sooke",2025-09-12 06:00:00,12.98,24.07,2025-09-12,"06:00:00"
"Sooke",2025-09-12 06:30:00,12.76,24.05,2025-09-12,"06:30:00"
"Sooke",2025-09-12 07:00:00,12.76,24.05,2025-09-12,"07:00:00"
"Sooke",2025-09-12 07:30:00,12.11,24.04,2025-09-12,"07:30:00"
"Sooke",2025-09-12 08:00:00,12.89,24.08,2025-09-12,"08:00:00"
"Sooke",2025-09-12 08:30:00,12.73,24.04,2025-09-12,"08:30:00"
"Sooke",2025-09-12 09:00:00,12.8,24.06,2025-09-12,"09:00:00"
"Sooke",2025-09-12 09:30:00,12.8,24.06,2025-09-12,"09:30:00"
"Sooke",2025-09-12 10:00:00,12.98,24.05,2025-09-12,"10:00:00"
"Sooke",2025-09-12 10:30:00,13.14,24.05,2025-09-12,"10:30:00"
"Sooke",2025-09-12 11:00:00,13.01,24.05,2025-09-12,"11:00:00"
"Sooke",2025-09-12 11:30:00,13.11,24.07,2025-09-12,"11:30:00"
"Sooke",2025-09-12 12:00:00,13.26,24.05,2025-09-12,"12:00:00"
"Sooke",2025-09-12 12:30:00,13.39,24.05,2025-09-12,"12:30:00"
"Sooke",2025-09-12 13:00:00,13.54,24.06,2025-09-12,"13:00:00"
"Sooke",2025-09-12 13:30:00,13.42,24.06,2025-09-12,"13:30:00"
"Sooke",2025-09-12 14:00:00,12.7,24.06,2025-09-12,"14:00:00"
"Sooke",2025-09-12 14:30:00,12.01,24.07,2025-09-12,"14:30:00"
"Sooke",2025-09-12 15:00:00,11.82,24.09,2025-09-12,"15:00:00"
"Sooke",2025-09-12 15:30:00,11.89,24.1,2025-09-12,"15:30:00"
"Sooke",2025-09-12 16:00:00,12.26,24.13,2025-09-12,"16:00:00"
"Sooke",2025-09-12 16:30:00,12.11,24.15,2025-09-12,"16:30:00"
"Sooke",2025-09-12 17:00:00,11.6,24.12,2025-09-12,"17:00:00"
"Sooke",2025-09-12 17:30:00,11.57,24.14,2025-09-12,"17:30:00"
"Sooke",2025-09-12 18:00:00,11.31,24.14,2025-09-12,"18:00:00"
"Sooke",2025-09-12 18:30:00,11.76,24.13,2025-09-12,"18:30:00"
"Sooke",2025-09-12 19:00:00,11.79,24.16,2025-09-12,"19:00:00"
"Sooke",2025-09-12 19:30:00,11.7,24.14,2025-09-12,"19:30:00"
"Sooke",2025-09-12 20:00:00,11.89,24.15,2025-09-12,"20:00:00"
"Sooke",2025-09-12 20:30:00,11.89,24.18,2025-09-12,"20:30:00"
"Sooke",2025-09-12 21:00:00,11.89,24.15,2025-09-12,"21:00:00"
"Sooke",2025-09-12 21:30:00,11.98,24.17,2025-09-12,"21:30:00"
"Sooke",2025-09-12 22:00:00,12.48,24.2,2025-09-12,"22:00:00"
"Sooke",2025-09-12 22:30:00,13.11,24.17,2025-09-12,"22:30:00"
"Sooke",2025-09-12 23:00:00,13.54,24.19,2025-09-12,"23:00:00"
"Sooke",2025-09-12 23:30:00,13.82,24.17,2025-09-12,"23:30:00"
"Sooke",2025-09-13 00:00:00,13.97,24.18,2025-09-13,"00:00:00"
"Sooke",2025-09-13 00:30:00,14.1,24.18,2025-09-13,"00:30:00"
"Sooke",2025-09-13 01:00:00,14.22,24.16,2025-09-13,"01:00:00"
"Sooke",2025-09-13 01:30:00,14.22,24.16,2025-09-13,"01:30:00"
"Sooke",2025-09-13 02:00:00,14.25,24.16,2025-09-13,"02:00:00"
"Sooke",2025-09-13 02:30:00,14.28,24.14,2025-09-13,"02:30:00"
"Sooke",2025-09-13 03:00:00,14.03,24.14,2025-09-13,"03:00:00"
"Sooke",2025-09-13 03:30:00,13.79,24.14,2025-09-13,"03:30:00"
"Sooke",2025-09-13 04:00:00,13.76,24.11,2025-09-13,"04:00:00"
"Sooke",2025-09-13 04:30:00,13.91,24.12,2025-09-13,"04:30:00"
"Sooke",2025-09-13 05:00:00,13.91,24.09,2025-09-13,"05:00:00"
"Sooke",2025-09-13 05:30:00,14.03,24.09,2025-09-13,"05:30:00"
"Sooke",2025-09-13 06:00:00,13.97,24.05,2025-09-13,"06:00:00"
"Sooke",2025-09-13 06:30:00,13.6,24.05,2025-09-13,"06:30:00"
"Sooke",2025-09-13 07:00:00,13.23,24.05,2025-09-13,"07:00:00"
"Sooke",2025-09-13 07:30:00,12.8,24.06,2025-09-13,"07:30:00"
"Sooke",2025-09-13 08:00:00,12.86,24.04,2025-09-13,"08:00:00"
"Sooke",2025-09-13 08:30:00,12.58,24.04,2025-09-13,"08:30:00"
"Sooke",2025-09-13 09:00:00,12.48,24.07,2025-09-13,"09:00:00"
"Sooke",2025-09-13 09:30:00,13.29,24.06,2025-09-13,"09:30:00"
"Sooke",2025-09-13 10:00:00,13.36,24.05,2025-09-13,"10:00:00"
"Sooke",2025-09-13 10:30:00,13.39,24.05,2025-09-13,"10:30:00"
"Sooke",2025-09-13 11:00:00,13.39,24.05,2025-09-13,"11:00:00"
"Sooke",2025-09-13 11:30:00,13.36,24.05,2025-09-13,"11:30:00"
"Sooke",2025-09-13 12:00:00,13.32,24.04,2025-09-13,"12:00:00"
"Sooke",2025-09-13 12:30:00,13.51,24.06,2025-09-13,"12:30:00"
"Sooke",2025-09-13 13:00:00,13.7,24.04,2025-09-13,"13:00:00"
"Sooke",2025-09-13 13:30:00,13.82,24.05,2025-09-13,"13:30:00"
"Sooke",2025-09-13 14:00:00,14.13,24.04,2025-09-13,"14:00:00"
"Sooke",2025-09-13 14:30:00,14.22,24.03,2025-09-13,"14:30:00"
"Sooke",2025-09-13 15:00:00,13.45,24.04,2025-09-13,"15:00:00"
"Sooke",2025-09-13 15:30:00,12.33,24.04,2025-09-13,"15:30:00"
"Sooke",2025-09-13 16:00:00,12.26,24.05,2025-09-13,"16:00:00"
"Sooke",2025-09-13 16:30:00,12.45,24.06,2025-09-13,"16:30:00"
"Sooke",2025-09-13 17:00:00,12.8,24.08,2025-09-13,"17:00:00"
"Sooke",2025-09-13 17:30:00,11.73,24.04,2025-09-13,"17:30:00"
"Sooke",2025-09-13 18:00:00,11.95,24.09,2025-09-13,"18:00:00"
"Sooke",2025-09-13 18:30:00,11.66,24.11,2025-09-13,"18:30:00"
"Sooke",2025-09-13 19:00:00,11.98,24.07,2025-09-13,"19:00:00"
"Sooke",2025-09-13 19:30:00,11.89,24.07,2025-09-13,"19:30:00"
"Sooke",2025-09-13 20:00:00,11.79,24.11,2025-09-13,"20:00:00"
"Sooke",2025-09-13 20:30:00,12.04,24.11,2025-09-13,"20:30:00"
"Sooke",2025-09-13 21:00:00,12.58,24.11,2025-09-13,"21:00:00"
"Sooke",2025-09-13 21:30:00,12.55,24.11,2025-09-13,"21:30:00"
"Sooke",2025-09-13 22:00:00,12.29,24.11,2025-09-13,"22:00:00"
"Sooke",2025-09-13 22:30:00,12.17,24.11,2025-09-13,"22:30:00"
"Sooke",2025-09-13 23:00:00,12.92,24.13,2025-09-13,"23:00:00"
"Sooke",2025-09-13 23:30:00,13.29,24.11,2025-09-13,"23:30:00"
"Sooke",2025-09-14 00:00:00,13.51,24.11,2025-09-14,"00:00:00"
"Sooke",2025-09-14 00:30:00,13.73,24.13,2025-09-14,"00:30:00"
"Sooke",2025-09-14 01:00:00,13.94,24.12,2025-09-14,"01:00:00"
"Sooke",2025-09-14 01:30:00,14.06,24.12,2025-09-14,"01:30:00"
"Sooke",2025-09-14 02:00:00,14.1,24.1,2025-09-14,"02:00:00"
"Sooke",2025-09-14 02:30:00,14.13,24.11,2025-09-14,"02:30:00"
"Sooke",2025-09-14 03:00:00,14.16,24.09,2025-09-14,"03:00:00"
"Sooke",2025-09-14 03:30:00,14.19,24.1,2025-09-14,"03:30:00"
"Sooke",2025-09-14 04:00:00,14.16,24.09,2025-09-14,"04:00:00"
"Sooke",2025-09-14 04:30:00,13.94,24.1,2025-09-14,"04:30:00"
"Sooke",2025-09-14 05:00:00,13.79,24.09,2025-09-14,"05:00:00"
"Sooke",2025-09-14 05:30:00,13.82,24.1,2025-09-14,"05:30:00"
"Sooke",2025-09-14 06:00:00,14,24.08,2025-09-14,"06:00:00"
"Sooke",2025-09-14 06:30:00,14,24.08,2025-09-14,"06:30:00"
"Sooke",2025-09-14 07:00:00,14.1,24.05,2025-09-14,"07:00:00"
"Sooke",2025-09-14 07:30:00,13.94,24.02,2025-09-14,"07:30:00"
"Sooke",2025-09-14 08:00:00,13.42,24.01,2025-09-14,"08:00:00"
"Sooke",2025-09-14 08:30:00,13.51,24.03,2025-09-14,"08:30:00"
"Sooke",2025-09-14 09:00:00,13.08,24.01,2025-09-14,"09:00:00"
"Sooke",2025-09-14 09:30:00,12.67,24,2025-09-14,"09:30:00"
"Sooke",2025-09-14 10:00:00,12.29,24.03,2025-09-14,"10:00:00"
"Sooke",2025-09-14 10:30:00,12.07,24.01,2025-09-14,"10:30:00"
"Sooke",2025-09-14 11:00:00,12.2,24.01,2025-09-14,"11:00:00"
"Sooke",2025-09-14 11:30:00,12.26,24.02,2025-09-14,"11:30:00"
"Sooke",2025-09-14 12:00:00,12.51,24.02,2025-09-14,"12:00:00"
"Sooke",2025-09-14 12:30:00,12.64,24.02,2025-09-14,"12:30:00"
"Sooke",2025-09-14 13:00:00,12.36,24.02,2025-09-14,"13:00:00"
"Sooke",2025-09-14 13:30:00,12.33,24.04,2025-09-14,"13:30:00"
"Sooke",2025-09-14 14:00:00,12.26,24.02,2025-09-14,"14:00:00"
"Sooke",2025-09-14 14:30:00,12.11,24.04,2025-09-14,"14:30:00"
"Sooke",2025-09-14 15:00:00,12.01,24.02,2025-09-14,"15:00:00"
"Sooke",2025-09-14 15:30:00,12.01,24.05,2025-09-14,"15:30:00"
"Sooke",2025-09-14 16:00:00,11.82,24.06,2025-09-14,"16:00:00"
"Sooke",2025-09-14 16:30:00,11.76,24.05,2025-09-14,"16:30:00"
"Sooke",2025-09-14 17:00:00,11.6,24.04,2025-09-14,"17:00:00"
"Sooke",2025-09-14 17:30:00,11.38,24.05,2025-09-14,"17:30:00"
"Sooke",2025-09-14 18:00:00,11.28,24.03,2025-09-14,"18:00:00"
"Sooke",2025-09-14 18:30:00,11.28,24.05,2025-09-14,"18:30:00"
"Sooke",2025-09-14 19:00:00,11.28,24.08,2025-09-14,"19:00:00"
"Sooke",2025-09-14 19:30:00,11.38,24.05,2025-09-14,"19:30:00"
"Sooke",2025-09-14 20:00:00,11.47,24.07,2025-09-14,"20:00:00"
"Sooke",2025-09-14 20:30:00,11.44,24.06,2025-09-14,"20:30:00"
"Sooke",2025-09-14 21:00:00,11.41,24.08,2025-09-14,"21:00:00"
"Sooke",2025-09-14 21:30:00,11.54,24.08,2025-09-14,"21:30:00"
"Sooke",2025-09-14 22:00:00,11.54,24.08,2025-09-14,"22:00:00"
"Sooke",2025-09-14 22:30:00,11.63,24.1,2025-09-14,"22:30:00"
"Sooke",2025-09-14 23:00:00,11.63,24.07,2025-09-14,"23:00:00"
"Sooke",2025-09-14 23:30:00,11.66,24.08,2025-09-14,"23:30:00"
"Sooke",2025-09-15 00:00:00,11.95,24.09,2025-09-15,"00:00:00"
"Sooke",2025-09-15 00:30:00,12.45,24.09,2025-09-15,"00:30:00"
"Sooke",2025-09-15 01:00:00,12.83,24.09,2025-09-15,"01:00:00"
"Sooke",2025-09-15 01:30:00,13.11,24.1,2025-09-15,"01:30:00"
"Sooke",2025-09-15 02:00:00,13.29,24.09,2025-09-15,"02:00:00"
"Sooke",2025-09-15 02:30:00,13.29,24.09,2025-09-15,"02:30:00"
"Sooke",2025-09-15 03:00:00,13.32,24.09,2025-09-15,"03:00:00"
"Sooke",2025-09-15 03:30:00,13.36,24.1,2025-09-15,"03:30:00"
"Sooke",2025-09-15 04:00:00,13.36,24.1,2025-09-15,"04:00:00"
"Sooke",2025-09-15 04:30:00,13.39,24.08,2025-09-15,"04:30:00"
"Sooke",2025-09-15 05:00:00,13.39,24.08,2025-09-15,"05:00:00"
"Sooke",2025-09-15 05:30:00,13.26,24.05,2025-09-15,"05:30:00"
"Sooke",2025-09-15 06:00:00,12.98,24.07,2025-09-15,"06:00:00"
"Sooke",2025-09-15 06:30:00,13.08,24.06,2025-09-15,"06:30:00"
"Sooke",2025-09-15 07:00:00,13.23,24.05,2025-09-15,"07:00:00"
"Sooke",2025-09-15 07:30:00,13.32,24.04,2025-09-15,"07:30:00"
"Sooke",2025-09-15 08:00:00,13.51,24.03,2025-09-15,"08:00:00"
"Sooke",2025-09-15 08:30:00,13.57,24.02,2025-09-15,"08:30:00"
"Sooke",2025-09-15 09:00:00,13.2,23.99,2025-09-15,"09:00:00"
"Sooke",2025-09-15 09:30:00,12.98,24.02,2025-09-15,"09:30:00"
"Sooke",2025-09-15 10:00:00,12.73,24.02,2025-09-15,"10:00:00"
"Sooke",2025-09-15 10:30:00,12.86,24.02,2025-09-15,"10:30:00"
"Sooke",2025-09-15 11:00:00,12.26,24.02,2025-09-15,"11:00:00"
"Sooke",2025-09-15 11:30:00,12.33,24.04,2025-09-15,"11:30:00"
"Sooke",2025-09-15 12:00:00,12.17,24,2025-09-15,"12:00:00"
"Sooke",2025-09-15 12:30:00,12.11,24.01,2025-09-15,"12:30:00"
"Sooke",2025-09-15 13:00:00,12.2,24.01,2025-09-15,"13:00:00"
"Sooke",2025-09-15 13:30:00,12.7,24.04,2025-09-15,"13:30:00"
"Sooke",2025-09-15 14:00:00,12.64,24.02,2025-09-15,"14:00:00"
"Sooke",2025-09-15 14:30:00,12.45,24.04,2025-09-15,"14:30:00"
"Sooke",2025-09-15 15:00:00,12.42,24.03,2025-09-15,"15:00:00"
"Sooke",2025-09-15 15:30:00,12.76,24.05,2025-09-15,"15:30:00"
"Sooke",2025-09-15 16:00:00,12.76,24.05,2025-09-15,"16:00:00"
"Sooke",2025-09-15 16:30:00,12.73,24.04,2025-09-15,"16:30:00"
"Sooke",2025-09-15 17:00:00,13.2,24.04,2025-09-15,"17:00:00"
"Sooke",2025-09-15 17:30:00,12.95,24.06,2025-09-15,"17:30:00"
"Sooke",2025-09-15 18:00:00,12.8,24.06,2025-09-15,"18:00:00"
"Sooke",2025-09-15 18:30:00,12.55,24.06,2025-09-15,"18:30:00"
"Sooke",2025-09-15 19:00:00,12.33,24.06,2025-09-15,"19:00:00"
"Sooke",2025-09-15 19:30:00,12.29,24.05,2025-09-15,"19:30:00"
"Sooke",2025-09-15 20:00:00,12.2,24.06,2025-09-15,"20:00:00"
"Sooke",2025-09-15 20:30:00,12.14,24.05,2025-09-15,"20:30:00"
"Sooke",2025-09-15 21:00:00,11.85,24.07,2025-09-15,"21:00:00"
"Sooke",2025-09-15 21:30:00,11.79,24.08,2025-09-15,"21:30:00"
"Sooke",2025-09-15 22:00:00,11.63,24.05,2025-09-15,"22:00:00"
"Sooke",2025-09-15 22:30:00,12.01,24.1,2025-09-15,"22:30:00"
"Sooke",2025-09-15 23:00:00,12.23,24.09,2025-09-15,"23:00:00"
"Sooke",2025-09-15 23:30:00,12.07,24.09,2025-09-15,"23:30:00"
"Sooke",2025-09-16 00:00:00,11.98,24.07,2025-09-16,"00:00:00"
"Sooke",2025-09-16 00:30:00,11.85,24.09,2025-09-16,"00:30:00"
"Sooke",2025-09-16 01:00:00,12.04,24.08,2025-09-16,"01:00:00"
"Sooke",2025-09-16 01:30:00,12.33,24.11,2025-09-16,"01:30:00"
"Sooke",2025-09-16 02:00:00,12.58,24.09,2025-09-16,"02:00:00"
"Sooke",2025-09-16 02:30:00,12.83,24.09,2025-09-16,"02:30:00"
"Sooke",2025-09-16 03:00:00,13.04,24.11,2025-09-16,"03:00:00"
"Sooke",2025-09-16 03:30:00,13.32,24.09,2025-09-16,"03:30:00"
"Sooke",2025-09-16 04:00:00,13.39,24.08,2025-09-16,"04:00:00"
"Sooke",2025-09-16 04:30:00,13.39,24.08,2025-09-16,"04:30:00"
"Sooke",2025-09-16 05:00:00,13.45,24.09,2025-09-16,"05:00:00"
"Sooke",2025-09-16 05:30:00,13.45,24.09,2025-09-16,"05:30:00"
"Sooke",2025-09-16 06:00:00,13.45,24.07,2025-09-16,"06:00:00"
"Sooke",2025-09-16 06:30:00,13.26,24.05,2025-09-16,"06:30:00"
"Sooke",2025-09-16 07:00:00,12.98,24.07,2025-09-16,"07:00:00"
"Sooke",2025-09-16 07:30:00,13.14,24.05,2025-09-16,"07:30:00"
"Sooke",2025-09-16 08:00:00,13.57,24.07,2025-09-16,"08:00:00"
"Sooke",2025-09-16 08:30:00,13.85,24.05,2025-09-16,"08:30:00"
"Sooke",2025-09-16 09:00:00,14.03,24.04,2025-09-16,"09:00:00"
"Sooke",2025-09-16 09:30:00,14.13,24.04,2025-09-16,"09:30:00"
"Sooke",2025-09-16 10:00:00,13.51,24.03,2025-09-16,"10:00:00"
"Sooke",2025-09-16 10:30:00,13.17,24.01,2025-09-16,"10:30:00"
"Sooke",2025-09-16 11:00:00,13.29,24.03,2025-09-16,"11:00:00"
"Sooke",2025-09-16 11:30:00,13.51,24.03,2025-09-16,"11:30:00"
"Sooke",2025-09-16 12:00:00,13.7,24.02,2025-09-16,"12:00:00"
"Sooke",2025-09-16 12:30:00,13.63,24.01,2025-09-16,"12:30:00"
"Sooke",2025-09-16 13:00:00,13.2,24.01,2025-09-16,"13:00:00"
"Sooke",2025-09-16 13:30:00,12.39,24.02,2025-09-16,"13:30:00"
"Sooke",2025-09-16 14:00:00,11.85,24.01,2025-09-16,"14:00:00"
"Sooke",2025-09-16 14:30:00,12.23,24.04,2025-09-16,"14:30:00"
"Sooke",2025-09-16 15:00:00,12.07,24.03,2025-09-16,"15:00:00"
"Sooke",2025-09-16 15:30:00,12.7,24.04,2025-09-16,"15:30:00"
"Sooke",2025-09-16 16:00:00,12.07,24.03,2025-09-16,"16:00:00"
"Sooke",2025-09-16 16:30:00,12.29,24.05,2025-09-16,"16:30:00"
"Sooke",2025-09-16 17:00:00,12.29,24.03,2025-09-16,"17:00:00"
"Sooke",2025-09-16 17:30:00,12.39,24.02,2025-09-16,"17:30:00"
"Sooke",2025-09-16 18:00:00,12.48,24.04,2025-09-16,"18:00:00"
"Sooke",2025-09-16 18:30:00,12.55,24.03,2025-09-16,"18:30:00"
"Sooke",2025-09-16 19:00:00,12.61,24.04,2025-09-16,"19:00:00"
"Sooke",2025-09-16 19:30:00,12.58,24.04,2025-09-16,"19:30:00"
"Sooke",2025-09-16 20:00:00,12.23,24.04,2025-09-16,"20:00:00"
"Sooke",2025-09-16 20:30:00,11.98,24.04,2025-09-16,"20:30:00"
"Sooke",2025-09-16 21:00:00,11.82,24.03,2025-09-16,"21:00:00"
"Sooke",2025-09-16 21:30:00,12.04,24.05,2025-09-16,"21:30:00"
"Sooke",2025-09-16 22:00:00,11.73,24.04,2025-09-16,"22:00:00"
"Sooke",2025-09-16 22:30:00,12.2,24.06,2025-09-16,"22:30:00"
"Sooke",2025-09-16 23:00:00,12.45,24.06,2025-09-16,"23:00:00"
"Sooke",2025-09-16 23:30:00,12.29,24.05,2025-09-16,"23:30:00"
"Sooke",2025-09-17 00:00:00,12.33,24.06,2025-09-17,"00:00:00"
"Sooke",2025-09-17 00:30:00,12.17,24.03,2025-09-17,"00:30:00"
"Sooke",2025-09-17 01:00:00,12.07,24.03,2025-09-17,"01:00:00"
"Sooke",2025-09-17 01:30:00,11.95,24.06,2025-09-17,"01:30:00"
"Sooke",2025-09-17 02:00:00,11.98,24.04,2025-09-17,"02:00:00"
"Sooke",2025-09-17 02:30:00,12.36,24.07,2025-09-17,"02:30:00"
"Sooke",2025-09-17 03:00:00,12.95,24.04,2025-09-17,"03:00:00"
"Sooke",2025-09-17 03:30:00,13.23,24.05,2025-09-17,"03:30:00"
"Sooke",2025-09-17 04:00:00,13.39,24.05,2025-09-17,"04:00:00"
"Sooke",2025-09-17 04:30:00,13.51,24.06,2025-09-17,"04:30:00"
"Sooke",2025-09-17 05:00:00,13.6,24.05,2025-09-17,"05:00:00"
"Sooke",2025-09-17 05:30:00,13.79,24.04,2025-09-17,"05:30:00"
"Sooke",2025-09-17 06:00:00,13.85,24.03,2025-09-17,"06:00:00"
"Sooke",2025-09-17 06:30:00,13.76,24.01,2025-09-17,"06:30:00"
"Sooke",2025-09-17 07:00:00,13.6,24.02,2025-09-17,"07:00:00"
"Sooke",2025-09-17 07:30:00,13.29,24.01,2025-09-17,"07:30:00"
"Sooke",2025-09-17 08:00:00,13.17,24.01,2025-09-17,"08:00:00"
"Sooke",2025-09-17 08:30:00,13.14,24.03,2025-09-17,"08:30:00"
"Sooke",2025-09-17 09:00:00,13.48,24.02,2025-09-17,"09:00:00"
"Sooke",2025-09-17 09:30:00,13.85,24,2025-09-17,"09:30:00"
"Sooke",2025-09-17 10:00:00,14.31,24,2025-09-17,"10:00:00"
"Sooke",2025-09-17 10:30:00,14.19,23.97,2025-09-17,"10:30:00"
"Sooke",2025-09-17 11:00:00,13.17,23.98,2025-09-17,"11:00:00"
"Sooke",2025-09-17 11:30:00,13.32,23.99,2025-09-17,"11:30:00"
"Sooke",2025-09-17 12:00:00,13.29,24.03,2025-09-17,"12:00:00"
"Sooke",2025-09-17 12:30:00,13.32,23.99,2025-09-17,"12:30:00"
"Sooke",2025-09-17 13:00:00,12.86,23.99,2025-09-17,"13:00:00"
"Sooke",2025-09-17 13:30:00,13.04,24.01,2025-09-17,"13:30:00"
"Sooke",2025-09-17 14:00:00,12.36,24.02,2025-09-17,"14:00:00"
"Sooke",2025-09-17 14:30:00,11.95,24.01,2025-09-17,"14:30:00"
"Sooke",2025-09-17 15:00:00,11.92,24,2025-09-17,"15:00:00"
"Sooke",2025-09-17 15:30:00,11.76,23.99,2025-09-17,"15:30:00"
"Sooke",2025-09-17 16:00:00,12.55,24.03,2025-09-17,"16:00:00"
"Sooke",2025-09-17 16:30:00,12.45,24.01,2025-09-17,"16:30:00"
"Sooke",2025-09-17 17:00:00,12.33,24.01,2025-09-17,"17:00:00"
"Sooke",2025-09-17 17:30:00,12.26,24,2025-09-17,"17:30:00"
"Sooke",2025-09-17 18:00:00,12.23,24.02,2025-09-17,"18:00:00"
"Sooke",2025-09-17 18:30:00,12.29,24,2025-09-17,"18:30:00"
"Sooke",2025-09-17 19:00:00,12.33,24.04,2025-09-17,"19:00:00"
"Sooke",2025-09-17 19:30:00,12.36,24.02,2025-09-17,"19:30:00"
"Sooke",2025-09-17 20:00:00,12.39,24.02,2025-09-17,"20:00:00"
"Sooke",2025-09-17 20:30:00,12.29,24.03,2025-09-17,"20:30:00"
"Sooke",2025-09-17 21:00:00,11.85,24.04,2025-09-17,"21:00:00"
"Sooke",2025-09-17 21:30:00,11.73,24.01,2025-09-17,"21:30:00"
"Sooke",2025-09-17 22:00:00,11.7,24.03,2025-09-17,"22:00:00"
"Sooke",2025-09-17 22:30:00,11.66,24.03,2025-09-17,"22:30:00"
"Sooke",2025-09-17 23:00:00,11.82,24.06,2025-09-17,"23:00:00"
"Sooke",2025-09-17 23:30:00,11.98,24.04,2025-09-17,"23:30:00"
"Sooke",2025-09-18 00:00:00,11.82,24.03,2025-09-18,"00:00:00"
"Sooke",2025-09-18 00:30:00,12.04,24.05,2025-09-18,"00:30:00"
"Sooke",2025-09-18 01:00:00,12.14,24.02,2025-09-18,"01:00:00"
"Sooke",2025-09-18 01:30:00,12.07,24.03,2025-09-18,"01:30:00"
