eventID,eventType,language,license,bibliographicCitation,accessRights,samplingProtocol,rightsHolder,institutionCode,institutionID,modified,country,countryCode,parentEventID,verbatimLocality,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,decimalLatitude,decimalLongitude,eventDate,year,month,day,samplingEffort,sampleSizeUnit,geodeticDatum,footprintWKT,eventRemarks
SOC-TOF-2024-4-21-m9,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m10,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m11,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m12,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m13,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m14,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-23-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m8,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m9,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m10,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m11,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m12,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m13,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m14,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m15,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-23-m16,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-23,Tofino,0,2,19,49.151969,-125.89702,2024-04-23,2024,4,23,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-25-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-25,Tofino,0,2,19,49.151969,-125.89702,2024-04-25,2024,4,25,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Rain. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-25-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-25,Tofino,0,2,19,49.151969,-125.89702,2024-04-25,2024,4,25,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Rain. Hours fished were spread over 2 nights.
