eventID,eventType,language,license,accessRights,samplingProtocol,rightsHolder,institutionCode,institutionID,modified,country,countryCode,geodeticDatum,parentEventID,verbatimLocality,lat,lon,decimalLatitude,decimalLongitude,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,eventDate,year,month,day,samplingEffort,sampleSizeUnit,footprintWKT,eventRemarks
SOC-JAM-2024-6-2-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-2,James Island Pier,,,48.598934,-123.38867,0,2,8.5,2024-06-02,2024,6,2,8.5 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Rain. Hours fished were spread over 1 night.
SOC-JAM-2024-6-22-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-22,James Island Pier,,,48.598934,-123.38867,0,2,8,2024-06-22,2024,6,22,8 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 2 nights.
SOC-JAM-2024-6-22-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-22,James Island Pier,,,48.598934,-123.38867,0,2,8,2024-06-22,2024,6,22,8 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 2 nights.
SOC-JAM-2024-6-24-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m8,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m9,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m10,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m11,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m12,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-24-m13,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-24,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-24,2024,6,24,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m8,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m9,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m10,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m11,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m12,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m13,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m14,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m15,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m16,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m17,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m18,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m19,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m20,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-26-m21,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-26,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-26,2024,6,26,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Overcast. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m8,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m9,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
SOC-JAM-2024-6-28-m10,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-JAM-2024-6-28,James Island Pier,,,48.598934,-123.38867,0,2,4,2024-06-28,2024,6,28,4 hours of light trap fishing,hours,POINT  ( -123.38867   48.598934 ),Sunny. Hours fished were spread over 1 night.
