eventID,eventType,language,license,accessRights,samplingProtocol,rightsHolder,institutionCode,institutionID,modified,country,countryCode,geodeticDatum,parentEventID,verbatimLocality,lat,lon,decimalLatitude,decimalLongitude,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,eventDate,year,month,day,samplingEffort,sampleSizeUnit,footprintWKT,eventRemarks
SOC-DAA-2024-5-21,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,15,2024-05-21,2024,5,21,15 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-7-16,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,14,2025-07-16,2025,7,16,14 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-6-6,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,15,2025-06-06,2025,6,6,15 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-8-15,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,17,2025-08-15,2025,8,15,17 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Rain,Windy. Hours fished were spread over 2 nights."
SOC-DAA-2025-8-18,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,17,2025-08-18,2025,8,18,17 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Rain,Overcast. Hours fished were spread over 2 nights."
SOC-DAA-2025-8-20,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,18,2025-08-20,2025,8,20,18 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-8-21,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,9,2025-08-21,2025,8,21,9 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 1 night.
SOC-DAA-2025-10-22,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,0,2025-10-22,2025,10,22,0 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast.
SOC-DAA-2025-10-24,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,27,2025-10-24,2025,10,24,27 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Rain. Hours fished were spread over 2 nights.
SOC-DAA-2025-10-27,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,28,2025-10-27,2025,10,27,28 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-8-6,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,16,2025-08-06,2025,8,6,16 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2025-10-8,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,24,2025-10-08,2025,10,8,24 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-10-10,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,24,2025-10-10,2025,10,10,24 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-7-14,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,14,2025-07-14,2025,7,14,14 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-4-23,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,19,2025-04-23,2025,4,23,19 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2025-4-24,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,9.5,2025-04-24,2025,4,24,9.5 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Sunny,Overcast. Hours fished were spread over 1 night."
SOC-DAA-2025-6-4,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,15,2025-06-04,2025,6,4,15 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2025-4-25,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,9.5,2025-04-25,2025,4,25,9.5 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 1 night.
SOC-DAA-2024-8-26,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,10.5,2024-08-26,2024,8,26,10.5 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Rain. Hours fished were spread over 1 night.
SOC-DAA-2024-8-29,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,21,2024-08-29,2024,8,29,21 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Sunny,Overcast. Hours fished were spread over 2 nights."
SOC-DAA-2025-8-22,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,9,2025-08-22,2025,8,22,9 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 1 night.
SOC-DAA-2025-8-25,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,9,2025-08-25,2025,8,25,9 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 1 night.
SOC-DAA-2025-8-27,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,18,2025-08-27,2025,8,27,18 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-8-29,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,0,2025-08-29,2025,8,29,0 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny.
SOC-DAA-2025-9-2,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,20,2025-09-02,2025,9,2,20 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-9-3,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,0,2025-09-03,2025,9,3,0 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast.
SOC-DAA-2024-5-15,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,15,2024-05-15,2024,5,15,15 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Overcast,Rain. Hours fished were spread over 2 nights."
SOC-DAA-2024-5-17,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,17,2024-05-17,2024,5,17,17 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2025-9-10,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,21,2025-09-10,2025,9,10,21 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2025-7-18,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,15,2025-07-18,2025,7,18,15 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2024-8-25,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,27,2024-08-25,2024,8,25,27 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Rain. Hours fished were spread over 2 nights.
SOC-DAA-2025-4-28,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,19,2025-04-28,2025,4,28,19 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DAA-2025-4-30,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,19,2025-04-30,2025,4,30,19 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Rain,Overcast. Hours fished were spread over 2 nights."
SOC-DAA-2024-8-30,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,10.5,2024-08-30,2024,8,30,10.5 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Rain,Overcast. Hours fished were spread over 1 night."
SOC-DAA-2025-5-7,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,30,2025-05-07,2025,5,7,30 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Overcast,Windy."
SOC-DAA-2025-5-14,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,16,2025-05-14,2025,5,14,16 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2025-5-16,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,16,2025-05-16,2025,5,16,16 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),"Rain,Overcast. Hours fished were spread over 2 nights."
SOC-DAA-2025-10-3,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,25,2025-10-03,2025,10,3,25 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Rain. Hours fished were spread over 2 nights.
SOC-DAA-2025-10-6,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,25,2025-10-06,2025,10,6,25 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2025-8-11,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,17,2025-08-11,2025,8,11,17 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Sunny. Hours fished were spread over 2 nights.
SOC-DAA-2025-10-14,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,24,2025-10-14,2025,10,14,24 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2024-6-21,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,0,2024-06-21,2024,6,21,0 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Rain.
SOC-DAA-2024-7-17,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,14,2024-07-17,2024,7,17,14 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Rain. Hours fished were spread over 2 nights.
SOC-DAA-2025-10-15,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,12,2025-10-15,2025,10,15,12 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 1 night.
SOC-DAA-2024-7-19,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,14,2024-07-19,2024,7,19,14 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Rain. Hours fished were spread over 2 nights.
SOC-DAA-2024-7-22,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,16,2024-07-22,2024,7,22,16 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Overcast. Hours fished were spread over 2 nights.
SOC-DAA-2025-5-2,stationVisit,en,http://creativecommons.org/licenses/by/4.0/legalcode,https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2026-08-28,Canada,CA,WGS84,SOC-DAA,Daajing Giids,53.252061,-132.07252,53.252061,-132.07252,0,2,17,2025-05-02,2025,5,2,17 hours of light trap fishing,hours,POINT  ( -132.07252   53.252061 ),Rain. Hours fished were spread over 2 nights.
