Site,Date,Time,Temperature_C
Heather Marina,2025-06-14,2:30:00,15.77
Heather Marina,2025-06-14,3:00:00,15.8
Heather Marina,2025-06-14,3:30:00,15.71
Heather Marina,2025-06-14,4:00:00,15.74
Heather Marina,2025-06-14,4:30:00,15.92
Heather Marina,2025-06-14,5:00:00,15.83
Heather Marina,2025-06-14,5:30:00,15.89
Heather Marina,2025-06-14,6:00:00,15.83
Heather Marina,2025-06-14,6:30:00,15.83
Heather Marina,2025-06-14,7:00:00,15.74
Heather Marina,2025-06-14,7:30:00,15.86
Heather Marina,2025-06-14,8:00:00,15.92
Heather Marina,2025-06-14,8:30:00,15.92
Heather Marina,2025-06-14,9:00:00,15.89
Heather Marina,2025-06-14,9:30:00,15.96
Heather Marina,2025-06-14,10:00:00,15.99
Heather Marina,2025-06-14,10:30:00,16.14
Heather Marina,2025-06-14,11:00:00,16.17
Heather Marina,2025-06-14,11:30:00,16.23
Heather Marina,2025-06-14,12:00:00,16.26
Heather Marina,2025-06-14,12:30:00,16.35
Heather Marina,2025-06-14,13:00:00,16.47
Heather Marina,2025-06-14,13:30:00,16.56
Heather Marina,2025-06-14,14:00:00,16.74
Heather Marina,2025-06-14,14:30:00,16.92
Heather Marina,2025-06-14,15:00:00,17.16
Heather Marina,2025-06-14,15:30:00,17.96
Heather Marina,2025-06-14,16:00:00,17.93
Heather Marina,2025-06-14,16:30:00,17.67
Heather Marina,2025-06-14,17:00:00,17.99
Heather Marina,2025-06-14,17:30:00,17.79
Heather Marina,2025-06-14,18:00:00,17.93
Heather Marina,2025-06-14,18:30:00,17.76
Heather Marina,2025-06-14,19:00:00,17.67
Heather Marina,2025-06-14,19:30:00,17.55
Heather Marina,2025-06-14,20:00:00,17.46
Heather Marina,2025-06-14,20:30:00,17.4
Heather Marina,2025-06-14,21:00:00,17.34
Heather Marina,2025-06-14,21:30:00,17.19
Heather Marina,2025-06-14,22:00:00,17.07
Heather Marina,2025-06-14,22:30:00,17.01
Heather Marina,2025-06-14,23:00:00,16.83
Heather Marina,2025-06-14,23:30:00,16.86
Heather Marina,2025-06-15,0:00:00,16.92
Heather Marina,2025-06-15,0:30:00,16.95
Heather Marina,2025-06-15,1:00:00,16.62
Heather Marina,2025-06-15,1:30:00,16.5
Heather Marina,2025-06-15,2:00:00,16.44
Heather Marina,2025-06-15,2:30:00,16.35
Heather Marina,2025-06-15,3:00:00,16.26
Heather Marina,2025-06-15,3:30:00,16.02
Heather Marina,2025-06-15,4:00:00,15.77
Heather Marina,2025-06-15,4:30:00,15.38
Heather Marina,2025-06-15,5:00:00,15.14
Heather Marina,2025-06-15,5:30:00,15.14
Heather Marina,2025-06-15,6:00:00,15.59
Heather Marina,2025-06-15,6:30:00,15.68
Heather Marina,2025-06-15,7:00:00,15.83
Heather Marina,2025-06-15,7:30:00,15.59
Heather Marina,2025-06-15,8:00:00,15.74
Heather Marina,2025-06-15,8:30:00,15.89
Heather Marina,2025-06-15,9:00:00,15.86
Heather Marina,2025-06-15,9:30:00,15.89
Heather Marina,2025-06-15,10:00:00,16.02
Heather Marina,2025-06-15,10:30:00,16.26
Heather Marina,2025-06-15,11:00:00,16.38
Heather Marina,2025-06-15,11:30:00,16.62
Heather Marina,2025-06-15,12:00:00,16.77
Heather Marina,2025-06-15,12:30:00,16.89
Heather Marina,2025-06-15,13:00:00,17.04
Heather Marina,2025-06-15,13:30:00,17.25
Heather Marina,2025-06-15,14:00:00,17.43
Heather Marina,2025-06-15,14:30:00,17.55
Heather Marina,2025-06-15,15:00:00,17.61
Heather Marina,2025-06-15,15:30:00,17.64
Heather Marina,2025-06-15,16:00:00,17.79
Heather Marina,2025-06-15,16:30:00,17.76
Heather Marina,2025-06-15,17:00:00,17.84
Heather Marina,2025-06-15,17:30:00,17.87
Heather Marina,2025-06-15,18:00:00,17.64
Heather Marina,2025-06-15,18:30:00,17.76
Heather Marina,2025-06-15,19:00:00,17.79
Heather Marina,2025-06-15,19:30:00,17.76
Heather Marina,2025-06-15,20:00:00,17.58
Heather Marina,2025-06-15,20:30:00,17.55
Heather Marina,2025-06-15,21:00:00,17.61
Heather Marina,2025-06-15,21:30:00,17.55
Heather Marina,2025-06-15,22:00:00,17.55
